target,image_id,series_num,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z,vec_3-4_vx,vec_3-4_vy,vec_3-4_vz,vec_0-5_vx,vec_0-5_vy,vec_0-5_vz,vec_17-18_vx,vec_17-18_vy,vec_17-18_vz,vec_0-17_vx,vec_0-17_vy,vec_0-17_vz,vec_13-14_vx,vec_13-14_vy,vec_13-14_vz,vec_13-17_vx,vec_13-17_vy,vec_13-17_vz,vec_18-19_vx,vec_18-19_vy,vec_18-19_vz,vec_5-6_vx,vec_5-6_vy,vec_5-6_vz,vec_5-9_vx,vec_5-9_vy,vec_5-9_vz,vec_14-15_vx,vec_14-15_vy,vec_14-15_vz,vec_0-1_vx,vec_0-1_vy,vec_0-1_vz,vec_9-10_vx,vec_9-10_vy,vec_9-10_vz,vec_1-2_vx,vec_1-2_vy,vec_1-2_vz,vec_9-13_vx,vec_9-13_vy,vec_9-13_vz,vec_10-11_vx,vec_10-11_vy,vec_10-11_vz,vec_19-20_vx,vec_19-20_vy,vec_19-20_vz,vec_6-7_vx,vec_6-7_vy,vec_6-7_vz,vec_15-16_vx,vec_15-16_vy,vec_15-16_vz,vec_2-3_vx,vec_2-3_vy,vec_2-3_vz,vec_11-12_vx,vec_11-12_vy,vec_11-12_vz,vec_7-8_vx,vec_7-8_vy,vec_7-8_vz
l,1,1,0.7784202098846436,0.5114790201187134,2.142205914879014e-07,0.7474507689476013,0.4330575466156006,-0.13620761036872864,0.6627320051193237,0.3667554259300232,-0.1813991367816925,0.5694477558135986,0.32893526554107666,-0.207744762301445,0.4912011921405792,0.27648717164993286,-0.22910161316394806,0.4886506199836731,0.44949522614479065,-0.08101826906204224,0.3615625500679016,0.447307825088501,-0.11561620980501175,0.278779536485672,0.4582575857639313,-0.14499740302562714,0.21195191144943237,0.46733710169792175,-0.1675795018672943,0.4900561571121216,0.5232905149459839,-0.03420957550406456,0.3858630359172821,0.562952995300293,-0.10581168532371521,0.44388139247894287,0.5872325301170349,-0.14765998721122742,0.5059073567390442,0.5859892964363098,-0.16084392368793488,0.5058241486549377,0.582568883895874,-0.0009053077083081007,0.424169659614563,0.6214497089385986,-0.07350733131170273,0.47178471088409424,0.6362723112106323,-0.1077883169054985,0.52426677942276,0.6285157799720764,-0.11254337430000305,0.5274075269699097,0.6310352087020874,0.02188604138791561,0.4433894753456116,0.6626613140106201,-0.02904951386153698,0.43867334723472595,0.689863920211792,-0.05567839741706848,0.4524495005607605,0.7032440900802612,-0.06569920480251312,-0.07824656367301941,-0.0524480938911438,-0.021356850862503052,-0.28976958990097046,-0.06198379397392273,-0.08101848328263372,-0.0840180516242981,0.031626105308532715,-0.05093555524945259,-0.2510126829147339,0.11955618858337402,0.021885827167324123,-0.08165448904037476,0.03888082504272461,-0.07260202360339463,0.021583378314971924,0.04846632480621338,0.022791349096223712,-0.00471612811088562,0.027202606201171875,-0.026628883555531502,-0.12708806991577148,-0.002187401056289673,-0.03459794074296951,0.0014055371284484863,0.07379528880119324,0.046808693557977676,0.04761505126953125,0.014822602272033691,-0.034280985593795776,-0.030969440937042236,-0.07842147350311279,-0.13620782458932013,-0.10419312119483948,0.03966248035430908,-0.07160210981965065,-0.08471876382827759,-0.06630212068557739,-0.04519152641296387,0.015767991542816162,0.05927836894989014,0.03330426779575646,0.05801835656166077,0.024279534816741943,-0.04184830188751221,0.013776153326034546,0.013380169868469238,-0.010020807385444641,-0.08278301358222961,0.010949760675430298,-0.029381193220615387,0.05248206853866577,-0.007756531238555908,-0.004755057394504547,-0.0932842493057251,-0.03782016038894653,-0.026345625519752502,0.06202596426010132,-0.0012432336807250977,-0.013183936476707458,-0.06682762503623962,0.009079515933990479,-0.022582098841667175
l,1,2,0.7784202098846436,0.5114790201187134,2.142205914879014e-07,0.7474507689476013,0.4330575466156006,-0.13620761036872864,0.6627320051193237,0.3667554259300232,-0.1813991367816925,0.5694477558135986,0.32893526554107666,-0.207744762301445,0.4912011921405792,0.27648717164993286,-0.22910161316394806,0.4886506199836731,0.44949522614479065,-0.08101826906204224,0.3615625500679016,0.447307825088501,-0.11561620980501175,0.278779536485672,0.4582575857639313,-0.14499740302562714,0.21195191144943237,0.46733710169792175,-0.1675795018672943,0.4900561571121216,0.5232905149459839,-0.03420957550406456,0.3858630359172821,0.562952995300293,-0.10581168532371521,0.44388139247894287,0.5872325301170349,-0.14765998721122742,0.5059073567390442,0.5859892964363098,-0.16084392368793488,0.5058241486549377,0.582568883895874,-0.0009053077083081007,0.424169659614563,0.6214497089385986,-0.07350733131170273,0.47178471088409424,0.6362723112106323,-0.1077883169054985,0.52426677942276,0.6285157799720764,-0.11254337430000305,0.5274075269699097,0.6310352087020874,0.02188604138791561,0.4433894753456116,0.6626613140106201,-0.02904951386153698,0.43867334723472595,0.689863920211792,-0.05567839741706848,0.4524495005607605,0.7032440900802612,-0.06569920480251312,-0.07824656367301941,-0.0524480938911438,-0.021356850862503052,-0.28976958990097046,-0.06198379397392273,-0.08101848328263372,-0.0840180516242981,0.031626105308532715,-0.05093555524945259,-0.2510126829147339,0.11955618858337402,0.021885827167324123,-0.08165448904037476,0.03888082504272461,-0.07260202360339463,0.021583378314971924,0.04846632480621338,0.022791349096223712,-0.00471612811088562,0.027202606201171875,-0.026628883555531502,-0.12708806991577148,-0.002187401056289673,-0.03459794074296951,0.0014055371284484863,0.07379528880119324,0.046808693557977676,0.04761505126953125,0.014822602272033691,-0.034280985593795776,-0.030969440937042236,-0.07842147350311279,-0.13620782458932013,-0.10419312119483948,0.03966248035430908,-0.07160210981965065,-0.08471876382827759,-0.06630212068557739,-0.04519152641296387,0.015767991542816162,0.05927836894989014,0.03330426779575646,0.05801835656166077,0.024279534816741943,-0.04184830188751221,0.013776153326034546,0.013380169868469238,-0.010020807385444641,-0.08278301358222961,0.010949760675430298,-0.029381193220615387,0.05248206853866577,-0.007756531238555908,-0.004755057394504547,-0.0932842493057251,-0.03782016038894653,-0.026345625519752502,0.06202596426010132,-0.0012432336807250977,-0.013183936476707458,-0.06682762503623962,0.009079515933990479,-0.022582098841667175
l,1,3,0.7784202098846436,0.5114790201187134,2.142205914879014e-07,0.7474507689476013,0.4330575466156006,-0.13620761036872864,0.6627320051193237,0.3667554259300232,-0.1813991367816925,0.5694477558135986,0.32893526554107666,-0.207744762301445,0.4912011921405792,0.27648717164993286,-0.22910161316394806,0.4886506199836731,0.44949522614479065,-0.08101826906204224,0.3615625500679016,0.447307825088501,-0.11561620980501175,0.278779536485672,0.4582575857639313,-0.14499740302562714,0.21195191144943237,0.46733710169792175,-0.1675795018672943,0.4900561571121216,0.5232905149459839,-0.03420957550406456,0.3858630359172821,0.562952995300293,-0.10581168532371521,0.44388139247894287,0.5872325301170349,-0.14765998721122742,0.5059073567390442,0.5859892964363098,-0.16084392368793488,0.5058241486549377,0.582568883895874,-0.0009053077083081007,0.424169659614563,0.6214497089385986,-0.07350733131170273,0.47178471088409424,0.6362723112106323,-0.1077883169054985,0.52426677942276,0.6285157799720764,-0.11254337430000305,0.5274075269699097,0.6310352087020874,0.02188604138791561,0.4433894753456116,0.6626613140106201,-0.02904951386153698,0.43867334723472595,0.689863920211792,-0.05567839741706848,0.4524495005607605,0.7032440900802612,-0.06569920480251312,-0.07824656367301941,-0.0524480938911438,-0.021356850862503052,-0.28976958990097046,-0.06198379397392273,-0.08101848328263372,-0.0840180516242981,0.031626105308532715,-0.05093555524945259,-0.2510126829147339,0.11955618858337402,0.021885827167324123,-0.08165448904037476,0.03888082504272461,-0.07260202360339463,0.021583378314971924,0.04846632480621338,0.022791349096223712,-0.00471612811088562,0.027202606201171875,-0.026628883555531502,-0.12708806991577148,-0.002187401056289673,-0.03459794074296951,0.0014055371284484863,0.07379528880119324,0.046808693557977676,0.04761505126953125,0.014822602272033691,-0.034280985593795776,-0.030969440937042236,-0.07842147350311279,-0.13620782458932013,-0.10419312119483948,0.03966248035430908,-0.07160210981965065,-0.08471876382827759,-0.06630212068557739,-0.04519152641296387,0.015767991542816162,0.05927836894989014,0.03330426779575646,0.05801835656166077,0.024279534816741943,-0.04184830188751221,0.013776153326034546,0.013380169868469238,-0.010020807385444641,-0.08278301358222961,0.010949760675430298,-0.029381193220615387,0.05248206853866577,-0.007756531238555908,-0.004755057394504547,-0.0932842493057251,-0.03782016038894653,-0.026345625519752502,0.06202596426010132,-0.0012432336807250977,-0.013183936476707458,-0.06682762503623962,0.009079515933990479,-0.022582098841667175
l,2,1,0.9131470322608948,0.6838384866714478,3.1745038597819075e-08,0.8564761877059937,0.5716123580932617,-0.0883105993270874,0.7644059062004089,0.460254430770874,-0.1125413328409195,0.6842942833900452,0.36038661003112793,-0.12468770891427994,0.5986888408660889,0.30628591775894165,-0.12753599882125854,0.5951939821243286,0.541995108127594,-0.04021388664841652,0.4471076726913452,0.551203727722168,-0.07840293645858765,0.370482474565506,0.567500650882721,-0.10118767619132996,0.2920045852661133,0.5752294659614563,-0.1149342730641365,0.5961918830871582,0.6218253374099731,-0.014220373705029488,0.5408920645713806,0.6503661870956421,-0.07711245864629745,0.663365364074707,0.6554235816001892,-0.09078484028577805,0.7193424701690674,0.635814905166626,-0.08470209687948227,0.6058155298233032,0.694196343421936,-0.0012158665340393782,0.5532729625701904,0.7282885313034058,-0.07556037604808807,0.669021487236023,0.7158207893371582,-0.07325983792543411,0.7195529341697693,0.6857169270515442,-0.05178587883710861,0.6152934432029724,0.7557319402694702,0.004891226999461651,0.54555743932724,0.7841755747795105,-0.04978861287236214,0.625533401966095,0.7714533805847168,-0.049355871975421906,0.6821377277374268,0.7446030378341675,-0.03456411883234978,-0.0856054425239563,-0.05410069227218628,-0.002848289906978607,-0.31795305013656616,-0.14184337854385376,-0.04021391839345512,-0.06973600387573242,0.028443634510040283,-0.05467983987182379,-0.29785358905792236,0.07189345359802246,0.004891195254423053,-0.05254256725311279,0.03409218788146973,-0.0743445095140487,0.00947791337966919,0.06153559684753418,0.006107093533501029,0.07997596263885498,-0.012722194194793701,0.0004327408969402313,-0.1480863094329834,0.009208619594573975,-0.03818904981017113,0.0009979009628295898,0.07983022928237915,0.02599351294338703,0.11574852466583252,-0.012467741966247559,0.002300538122653961,-0.05667084455490112,-0.11222612857818604,-0.088310631072126,-0.05529981851577759,0.028540849685668945,-0.06289208494126797,-0.09207028150558472,-0.1113579273223877,-0.024230733513832092,0.00962364673614502,0.07237100601196289,0.01300450717099011,0.12247329950332642,0.005057394504547119,-0.01367238163948059,0.05660432577133179,-0.026850342750549316,0.014791753143072128,-0.07662519812583923,0.01629692316055298,-0.02278473973274231,0.05053144693374634,-0.030103862285614014,0.0214739590883255,-0.08011162281036377,-0.0998678207397461,-0.012146376073360443,0.05597710609436035,-0.019608676433563232,0.006082743406295776,-0.0784778892993927,0.0077288150787353516,-0.013746596872806549
l,2,2,0.9131470322608948,0.6838384866714478,3.1745038597819075e-08,0.8564761877059937,0.5716123580932617,-0.0883105993270874,0.7644059062004089,0.460254430770874,-0.1125413328409195,0.6842942833900452,0.36038661003112793,-0.12468770891427994,0.5986888408660889,0.30628591775894165,-0.12753599882125854,0.5951939821243286,0.541995108127594,-0.04021388664841652,0.4471076726913452,0.551203727722168,-0.07840293645858765,0.370482474565506,0.567500650882721,-0.10118767619132996,0.2920045852661133,0.5752294659614563,-0.1149342730641365,0.5961918830871582,0.6218253374099731,-0.014220373705029488,0.5408920645713806,0.6503661870956421,-0.07711245864629745,0.663365364074707,0.6554235816001892,-0.09078484028577805,0.7193424701690674,0.635814905166626,-0.08470209687948227,0.6058155298233032,0.694196343421936,-0.0012158665340393782,0.5532729625701904,0.7282885313034058,-0.07556037604808807,0.669021487236023,0.7158207893371582,-0.07325983792543411,0.7195529341697693,0.6857169270515442,-0.05178587883710861,0.6152934432029724,0.7557319402694702,0.004891226999461651,0.54555743932724,0.7841755747795105,-0.04978861287236214,0.625533401966095,0.7714533805847168,-0.049355871975421906,0.6821377277374268,0.7446030378341675,-0.03456411883234978,-0.0856054425239563,-0.05410069227218628,-0.002848289906978607,-0.31795305013656616,-0.14184337854385376,-0.04021391839345512,-0.06973600387573242,0.028443634510040283,-0.05467983987182379,-0.29785358905792236,0.07189345359802246,0.004891195254423053,-0.05254256725311279,0.03409218788146973,-0.0743445095140487,0.00947791337966919,0.06153559684753418,0.006107093533501029,0.07997596263885498,-0.012722194194793701,0.0004327408969402313,-0.1480863094329834,0.009208619594573975,-0.03818904981017113,0.0009979009628295898,0.07983022928237915,0.02599351294338703,0.11574852466583252,-0.012467741966247559,0.002300538122653961,-0.05667084455490112,-0.11222612857818604,-0.088310631072126,-0.05529981851577759,0.028540849685668945,-0.06289208494126797,-0.09207028150558472,-0.1113579273223877,-0.024230733513832092,0.00962364673614502,0.07237100601196289,0.01300450717099011,0.12247329950332642,0.005057394504547119,-0.01367238163948059,0.05660432577133179,-0.026850342750549316,0.014791753143072128,-0.07662519812583923,0.01629692316055298,-0.02278473973274231,0.05053144693374634,-0.030103862285614014,0.0214739590883255,-0.08011162281036377,-0.0998678207397461,-0.012146376073360443,0.05597710609436035,-0.019608676433563232,0.006082743406295776,-0.0784778892993927,0.0077288150787353516,-0.013746596872806549
l,2,3,0.9131470322608948,0.6838384866714478,3.1745038597819075e-08,0.8564761877059937,0.5716123580932617,-0.0883105993270874,0.7644059062004089,0.460254430770874,-0.1125413328409195,0.6842942833900452,0.36038661003112793,-0.12468770891427994,0.5986888408660889,0.30628591775894165,-0.12753599882125854,0.5951939821243286,0.541995108127594,-0.04021388664841652,0.4471076726913452,0.551203727722168,-0.07840293645858765,0.370482474565506,0.567500650882721,-0.10118767619132996,0.2920045852661133,0.5752294659614563,-0.1149342730641365,0.5961918830871582,0.6218253374099731,-0.014220373705029488,0.5408920645713806,0.6503661870956421,-0.07711245864629745,0.663365364074707,0.6554235816001892,-0.09078484028577805,0.7193424701690674,0.635814905166626,-0.08470209687948227,0.6058155298233032,0.694196343421936,-0.0012158665340393782,0.5532729625701904,0.7282885313034058,-0.07556037604808807,0.669021487236023,0.7158207893371582,-0.07325983792543411,0.7195529341697693,0.6857169270515442,-0.05178587883710861,0.6152934432029724,0.7557319402694702,0.004891226999461651,0.54555743932724,0.7841755747795105,-0.04978861287236214,0.625533401966095,0.7714533805847168,-0.049355871975421906,0.6821377277374268,0.7446030378341675,-0.03456411883234978,-0.0856054425239563,-0.05410069227218628,-0.002848289906978607,-0.31795305013656616,-0.14184337854385376,-0.04021391839345512,-0.06973600387573242,0.028443634510040283,-0.05467983987182379,-0.29785358905792236,0.07189345359802246,0.004891195254423053,-0.05254256725311279,0.03409218788146973,-0.0743445095140487,0.00947791337966919,0.06153559684753418,0.006107093533501029,0.07997596263885498,-0.012722194194793701,0.0004327408969402313,-0.1480863094329834,0.009208619594573975,-0.03818904981017113,0.0009979009628295898,0.07983022928237915,0.02599351294338703,0.11574852466583252,-0.012467741966247559,0.002300538122653961,-0.05667084455490112,-0.11222612857818604,-0.088310631072126,-0.05529981851577759,0.028540849685668945,-0.06289208494126797,-0.09207028150558472,-0.1113579273223877,-0.024230733513832092,0.00962364673614502,0.07237100601196289,0.01300450717099011,0.12247329950332642,0.005057394504547119,-0.01367238163948059,0.05660432577133179,-0.026850342750549316,0.014791753143072128,-0.07662519812583923,0.01629692316055298,-0.02278473973274231,0.05053144693374634,-0.030103862285614014,0.0214739590883255,-0.08011162281036377,-0.0998678207397461,-0.012146376073360443,0.05597710609436035,-0.019608676433563232,0.006082743406295776,-0.0784778892993927,0.0077288150787353516,-0.013746596872806549
l,3,1,0.61811363697052,0.5093547701835632,1.613057776239657e-07,0.5877717733383179,0.45094242691993713,-0.02726140059530735,0.5489721894264221,0.39880040287971497,-0.04737166315317154,0.53153395652771,0.3404802978038788,-0.06691320985555649,0.524503231048584,0.2977903485298157,-0.08524229377508163,0.4493902027606964,0.442947119474411,-0.023525167256593704,0.3816780745983124,0.43161842226982117,-0.04377632215619087,0.3391149938106537,0.42280423641204834,-0.05852143466472626,0.2988843619823456,0.42570918798446655,-0.07069643586874008,0.4508621096611023,0.48453637957572937,-0.025349847972393036,0.4068302512168884,0.4797002673149109,-0.0472559928894043,0.4697418510913849,0.4757738411426544,-0.04519644007086754,0.49237653613090515,0.4759526252746582,-0.04027488827705383,0.4671635031700134,0.5249305367469788,-0.0310045275837183,0.4267500042915344,0.5245563983917236,-0.057132821530103683,0.4819582402706146,0.5093057751655579,-0.04146196320652962,0.5019160509109497,0.5077293515205383,-0.02608225680887699,0.49055370688438416,0.5636848211288452,-0.03945094719529152,0.4524543881416321,0.5624745488166809,-0.05512617528438568,0.48789897561073303,0.5460371375083923,-0.0396331287920475,0.5067727565765381,0.5439396500587463,-0.02602750062942505,-0.0070307254791259766,-0.04268994927406311,-0.018329083919525146,-0.1687234342098236,-0.06640765070915222,-0.023525328562371328,-0.038099318742752075,-0.0012102723121643066,-0.015675228089094162,-0.12755993008613586,0.05433005094528198,-0.03945110850106914,-0.040413498878479004,-0.00037413835525512695,-0.026128293946385384,0.023390203714370728,0.038754284381866455,-0.00844641961157322,0.03544458746910095,-0.016437411308288574,0.01549304649233818,-0.06771212816238403,-0.011328697204589844,-0.020251154899597168,0.0014719069004058838,0.04158926010131836,-0.0018246807157993317,0.0552082359790802,-0.015250623226165771,0.015670858323574066,-0.03034186363220215,-0.0584123432636261,-0.027261561901084974,-0.04403185844421387,-0.0048361122608184814,-0.02190614491701126,-0.03879958391189575,-0.05214202404022217,-0.02011026255786419,0.016301393508911133,0.04039415717124939,-0.005654679611325264,0.06291159987449646,-0.00392642617225647,0.0020595528185367584,0.018873780965805054,-0.002097487449645996,0.013605628162622452,-0.04256308078765869,-0.008814185857772827,-0.014745112508535385,0.019957810640335083,-0.0015764236450195312,0.015379706397652626,-0.017438232898712158,-0.05832010507583618,-0.01954154670238495,0.022634685039520264,0.00017878413200378418,0.0049215517938137054,-0.040230631828308105,0.002904951572418213,-0.012175001204013824
l,3,2,0.61811363697052,0.5093547701835632,1.613057776239657e-07,0.5877717733383179,0.45094242691993713,-0.02726140059530735,0.5489721894264221,0.39880040287971497,-0.04737166315317154,0.53153395652771,0.3404802978038788,-0.06691320985555649,0.524503231048584,0.2977903485298157,-0.08524229377508163,0.4493902027606964,0.442947119474411,-0.023525167256593704,0.3816780745983124,0.43161842226982117,-0.04377632215619087,0.3391149938106537,0.42280423641204834,-0.05852143466472626,0.2988843619823456,0.42570918798446655,-0.07069643586874008,0.4508621096611023,0.48453637957572937,-0.025349847972393036,0.4068302512168884,0.4797002673149109,-0.0472559928894043,0.4697418510913849,0.4757738411426544,-0.04519644007086754,0.49237653613090515,0.4759526252746582,-0.04027488827705383,0.4671635031700134,0.5249305367469788,-0.0310045275837183,0.4267500042915344,0.5245563983917236,-0.057132821530103683,0.4819582402706146,0.5093057751655579,-0.04146196320652962,0.5019160509109497,0.5077293515205383,-0.02608225680887699,0.49055370688438416,0.5636848211288452,-0.03945094719529152,0.4524543881416321,0.5624745488166809,-0.05512617528438568,0.48789897561073303,0.5460371375083923,-0.0396331287920475,0.5067727565765381,0.5439396500587463,-0.02602750062942505,-0.0070307254791259766,-0.04268994927406311,-0.018329083919525146,-0.1687234342098236,-0.06640765070915222,-0.023525328562371328,-0.038099318742752075,-0.0012102723121643066,-0.015675228089094162,-0.12755993008613586,0.05433005094528198,-0.03945110850106914,-0.040413498878479004,-0.00037413835525512695,-0.026128293946385384,0.023390203714370728,0.038754284381866455,-0.00844641961157322,0.03544458746910095,-0.016437411308288574,0.01549304649233818,-0.06771212816238403,-0.011328697204589844,-0.020251154899597168,0.0014719069004058838,0.04158926010131836,-0.0018246807157993317,0.0552082359790802,-0.015250623226165771,0.015670858323574066,-0.03034186363220215,-0.0584123432636261,-0.027261561901084974,-0.04403185844421387,-0.0048361122608184814,-0.02190614491701126,-0.03879958391189575,-0.05214202404022217,-0.02011026255786419,0.016301393508911133,0.04039415717124939,-0.005654679611325264,0.06291159987449646,-0.00392642617225647,0.0020595528185367584,0.018873780965805054,-0.002097487449645996,0.013605628162622452,-0.04256308078765869,-0.008814185857772827,-0.014745112508535385,0.019957810640335083,-0.0015764236450195312,0.015379706397652626,-0.017438232898712158,-0.05832010507583618,-0.01954154670238495,0.022634685039520264,0.00017878413200378418,0.0049215517938137054,-0.040230631828308105,0.002904951572418213,-0.012175001204013824
l,3,3,0.61811363697052,0.5093547701835632,1.613057776239657e-07,0.5877717733383179,0.45094242691993713,-0.02726140059530735,0.5489721894264221,0.39880040287971497,-0.04737166315317154,0.53153395652771,0.3404802978038788,-0.06691320985555649,0.524503231048584,0.2977903485298157,-0.08524229377508163,0.4493902027606964,0.442947119474411,-0.023525167256593704,0.3816780745983124,0.43161842226982117,-0.04377632215619087,0.3391149938106537,0.42280423641204834,-0.05852143466472626,0.2988843619823456,0.42570918798446655,-0.07069643586874008,0.4508621096611023,0.48453637957572937,-0.025349847972393036,0.4068302512168884,0.4797002673149109,-0.0472559928894043,0.4697418510913849,0.4757738411426544,-0.04519644007086754,0.49237653613090515,0.4759526252746582,-0.04027488827705383,0.4671635031700134,0.5249305367469788,-0.0310045275837183,0.4267500042915344,0.5245563983917236,-0.057132821530103683,0.4819582402706146,0.5093057751655579,-0.04146196320652962,0.5019160509109497,0.5077293515205383,-0.02608225680887699,0.49055370688438416,0.5636848211288452,-0.03945094719529152,0.4524543881416321,0.5624745488166809,-0.05512617528438568,0.48789897561073303,0.5460371375083923,-0.0396331287920475,0.5067727565765381,0.5439396500587463,-0.02602750062942505,-0.0070307254791259766,-0.04268994927406311,-0.018329083919525146,-0.1687234342098236,-0.06640765070915222,-0.023525328562371328,-0.038099318742752075,-0.0012102723121643066,-0.015675228089094162,-0.12755993008613586,0.05433005094528198,-0.03945110850106914,-0.040413498878479004,-0.00037413835525512695,-0.026128293946385384,0.023390203714370728,0.038754284381866455,-0.00844641961157322,0.03544458746910095,-0.016437411308288574,0.01549304649233818,-0.06771212816238403,-0.011328697204589844,-0.020251154899597168,0.0014719069004058838,0.04158926010131836,-0.0018246807157993317,0.0552082359790802,-0.015250623226165771,0.015670858323574066,-0.03034186363220215,-0.0584123432636261,-0.027261561901084974,-0.04403185844421387,-0.0048361122608184814,-0.02190614491701126,-0.03879958391189575,-0.05214202404022217,-0.02011026255786419,0.016301393508911133,0.04039415717124939,-0.005654679611325264,0.06291159987449646,-0.00392642617225647,0.0020595528185367584,0.018873780965805054,-0.002097487449645996,0.013605628162622452,-0.04256308078765869,-0.008814185857772827,-0.014745112508535385,0.019957810640335083,-0.0015764236450195312,0.015379706397652626,-0.017438232898712158,-0.05832010507583618,-0.01954154670238495,0.022634685039520264,0.00017878413200378418,0.0049215517938137054,-0.040230631828308105,0.002904951572418213,-0.012175001204013824
l,4,1,0.5221697092056274,0.6948273181915283,2.7515667966326873e-07,0.5907579660415649,0.6628722548484802,-0.026590900495648384,0.6449690461158752,0.6254234313964844,-0.0630219578742981,0.7064571380615234,0.6154353618621826,-0.10136490315198898,0.7688831686973572,0.6204366087913513,-0.1379866600036621,0.565737247467041,0.5356342196464539,-0.07126870006322861,0.569397509098053,0.47898343205451965,-0.12094774842262268,0.5727179646492004,0.4387795925140381,-0.15483541786670685,0.5728259682655334,0.40516412258148193,-0.18073035776615143,0.5086958408355713,0.5377702116966248,-0.08693497627973557,0.5785077810287476,0.5458379983901978,-0.14804182946681976,0.6115550398826599,0.5990356206893921,-0.15870116651058197,0.6136181354522705,0.6298841238021851,-0.15842457115650177,0.4676048457622528,0.5646014213562012,-0.10435172915458679,0.5513806343078613,0.5919634103775024,-0.15503311157226562,0.569392204284668,0.6312118172645569,-0.1384086161851883,0.550671398639679,0.6423299908638,-0.1200302243232727,0.43895429372787476,0.6019667387008667,-0.12569856643676758,0.5154898166656494,0.6314637660980225,-0.15847443044185638,0.5371429324150085,0.6555425524711609,-0.1459883153438568,0.520911455154419,0.6580354571342468,-0.1318022757768631,0.06242603063583374,0.005001246929168701,-0.036621756851673126,0.043567538261413574,-0.15919309854507446,-0.07126897521990827,0.07653552293777466,0.02949702739715576,-0.032775864005088806,-0.08321541547775269,-0.09286057949066162,-0.12569884159344724,0.08377578854560852,0.02736198902130127,-0.05068138241767883,-0.028650552034378052,0.03736531734466553,-0.021346837282180786,0.02165311574935913,0.024078786373138428,0.012486115097999573,0.003660261631011963,-0.056650787591934204,-0.049679048359394073,-0.05704140663146973,0.0021359920501708984,-0.015666276216506958,0.01801156997680664,0.03924840688705444,0.01662449538707733,0.0685882568359375,-0.031955063343048096,-0.026591175652328047,0.06981194019317627,0.008067786693572998,-0.0611068531870842,0.0542110800743103,-0.03744882345199585,-0.03643105737864971,-0.04109099507331848,0.026831209659576416,-0.017416752874851227,0.033047258853912354,0.053197622299194336,-0.010659337043762207,-0.0162314772605896,0.0024929046630859375,0.014186039566993713,0.003320455551147461,-0.04020383954048157,-0.03388766944408417,-0.018720805644989014,0.011118173599243164,0.01837839186191559,0.06148809194564819,-0.009988069534301758,-0.03834294527769089,0.0020630955696105957,0.03084850311279297,0.0002765953540802002,0.00010800361633300781,-0.03361546993255615,-0.02589493989944458
